water_before,water_after,Diff_water,area_before,area_after,Diff_area,production_before,production_after,Diff_prod,name
0,0,0,0,0,0,0,0,0,x
5060741000.0,3880226201.29,-1180514798.71,857334.0,781859.06,-75474.94,3118533.0,2684197.59,-434335.41,Rice
1398072000.0,947864590.67,-450207409.33,365499.0,346345.19,-19153.81,802139.0,810160.39,8021.39,Maize
7444348000.0,7410623439.2,-33724560.8,2294029.0,2250753.57,-43275.43,7187994.0,7259873.94,71879.94,Sorghum
2848673000.0,3124706905.49,276033905.49,327421.0,414577.91,87156.91,15823103.0,15981334.03,158231.03,Sugar cane
23000000.0,11955849.79,-11044150.21,10175.0,7063.34,-3111.66,11057.0,11167.57,110.57,Sunflower
146341000.0,66076499.47,-80264500.53,37909.0,20708.13,-17200.87,46569.0,47034.69,465.69,Soybean
120302000.0,78367467.3,-41934532.7,51026.0,47960.37,-3065.63,29689.5,29986.39,296.89,Sesame
116852000.0,86227156.51,-30624843.49,53017.0,52232.21,-784.79,83672.0,84508.72,836.72,Peanuts
1796945000.0,124706123.86,-1672238876.14,651302.2,309403.69,-341898.51,11807612.24,11925688.36,118076.12,vegetables
989151000.0,835697021.09,-153453978.91,334028.0,294796.97,-39231.03,423574.0,427809.74,4235.74,Cotton
825916000.0,1558988167.3,733072167.3,265203.0,443291.49,178088.49,3520348.0,3555551.48,35203.48,Green folder
12088000.0,1064000.0,-11024000.0,4112.5,721.5,-3391.0,63707.0,10701.0,-53006.0,Fully grown Onions
