water_before,water_after,Diff_water,area_before,area_after,Diff_area,production_before,production_after,Diff_prod,name
0,0,0,0,0,0,0,0,0,x
5060741000.0,4310159711.12,-750581288.88,857334.0,864273.56,6939.56,3118533.0,2962922.63,-155610.37,Rice
1398072000.0,958946671.76,-439125328.24,365499.0,349652.93,-15846.07,802139.0,818181.78,16042.78,Maize
7444348000.0,6076624579.45,-1367723420.55,2294029.0,2152300.11,-141728.89,7187994.0,7331753.88,143759.88,Sorghum
2848673000.0,3170748572.96,322075572.96,327421.0,422883.35,95462.35,15823103.0,16139565.06,316462.06,Sugar cane
23000000.0,12036560.46,-10963439.54,10175.0,7107.5,-3067.5,11057.0,11278.14,221.14,Sunflower
146341000.0,54137314.74,-92203685.26,37909.0,16947.29,-20961.71,46569.0,47500.38,931.38,Soybean
120302000.0,79100192.0,-41201808.0,51026.0,48323.22,-2702.78,29689.5,30283.29,593.79,Sesame
116852000.0,90089939.1,-26762060.9,53017.0,53436.95,419.95,83672.0,85345.44,1673.44,Peanuts
1796945000.0,130955676.59,-1665989323.41,651302.2,313780.37,-337521.83,11807612.24,12043764.49,236152.25,vegetables
989151000.0,1006445730.8,17294730.8,334028.0,304304.51,-29723.49,423574.0,432045.48,8471.48,Cotton
825916000.0,684948878.83,-140967121.17,265203.0,222963.13,-42239.87,3520348.0,3590754.96,70406.96,Green folder
12088000.0,911000.0,-11177000.0,4112.5,627.0,-3485.5,63707.0,9372.0,-54335.0,Fully grown Onions
