water,area,prod,city,name,visited,rank,season,region_name
33183314.042034723,57536.0,182232.74931465124,Aswan,Wheat,1,1,,
69333479.9755325,112503.90608274682,287344.7846284892,Alexandria,Wheat,1,2,,
43662449.70135692,42871.94065425933,108321.69803701149,Ismailia,Wheat,1,3,,
68639915.06144755,50565.0,90858.45688781186,Luxor,Wheat,1,4,,
23449684.653118435,14549.0,37078.5394183602,Suez,Wheat,1,5,,
185995276.6270425,110869.0,288674.6132866855,Damietta,Wheat,1,6,,
1087689540.2407057,622967.1532629938,2509788.352710506,Dakahlia,Wheat,1,7,,
1133993376.8308325,649240.9406542593,1615574.830076196,Sharkia,Wheat,1,8,,
1234425197.9122775,698783.1532629938,1921404.4264478877,Behaira,Wheat,1,9,,
1629437.5,899.0,1910.375,Cairo,Wheat,1,10,,
827829424.581075,454743.698561635,1151467.2541923998,Kafr el sheikh,Wheat,1,11,,
0,0,0,Qena,Wheat,1,12,,
0,0,0,Monoufia,Wheat,1,13,,
0,0,0,Gharbia,Wheat,1,14,,
0,0,0,Quliubiya,Wheat,1,15,,
0,0,0,Port said,Wheat,1,16,,
0,0,0,Giza,Wheat,1,17,,
0,0,0,Minya,Wheat,1,18,,
0,0,0,Beni sweif,Wheat,1,19,,
0,0,0,Fayoum,Wheat,1,20,,
0,0,0,Assuit,Wheat,1,21,,
511152000.0,39795.154697050515,0.0,Sohag,Wheat,0,22,,
0.0,150.0,185.0,Beni sweif,Barley,0,1,,
185000.0,1710.0,1536.0,Aswan,Barley,1,2,,
2737567.3053892236,14099.800538922165,26631.480000000018,Minya,Barley,1,3,,
0,0,0,Assuit,Barley,1,4,,
0,0,0,Giza,Barley,1,5,,
0,0,0,Dakahlia,Barley,1,6,,
0,0,0,Alexandria,Barley,1,7,,
0,0,0,Behaira,Barley,1,8,,
0,0,0,Qena,Barley,1,9,,
0,0,0,Ismailia,Barley,1,10,,
122000.0,219.0,0,Sohag,Barley,0,11,,
0,0,0,Sharkia,Barley,1,12,,
0,0,0,Suez,Barley,1,13,,
0,0,0,Port said,Barley,1,14,,
0,0,0,Kafr el sheikh,Barley,1,15,,
0,0,0,Cairo,Barley,1,16,,
0,0,0,Luxor,Barley,1,17,,
0,0,0,Monoufia,Barley,1,18,,
0,0,0,Gharbia,Barley,1,19,,
0,0,0,Fayoum,Barley,1,20,,
0,0,0,Damietta,Barley,1,21,,
0,0,0,Quliubiya,Barley,0,22,,
4522000.0,4949.0,51132.0,Ismailia,Forestation Alfalfa,1,1,,
3932000.0,4001.0,54990.0,Alexandria,Forestation Alfalfa,1,2,,
0,0,0,Dakahlia,Forestation Alfalfa,1,3,,
198107904.55379567,145457.3206275953,1908184.32,Monoufia,Forestation Alfalfa,1,4,,
0,0,0,Sharkia,Forestation Alfalfa,1,5,,
0,0,0,Behaira,Forestation Alfalfa,1,6,,
0,0,0,Kafr el sheikh,Forestation Alfalfa,1,7,,
0,0,0,Gharbia,Forestation Alfalfa,1,8,,
0,0,0,Quliubiya,Forestation Alfalfa,1,9,,
0,0,0,Damietta,Forestation Alfalfa,1,10,,
0,0,0,Giza,Forestation Alfalfa,1,11,,
0,0,0,Fayoum,Forestation Alfalfa,1,12,,
0,0,0,Minya,Forestation Alfalfa,1,13,,
5562000.0,2840.0,0,Sohag,Forestation Alfalfa,0,14,,
0,0,0,Assuit,Forestation Alfalfa,1,15,,
0,0,0,Aswan,Forestation Alfalfa,0,16,,
0,0,0,Beni sweif,Forestation Alfalfa,0,17,,
0,0,0,Cairo,Forestation Alfalfa,0,18,,
0,0,0,Luxor,Forestation Alfalfa,0,19,,
0,0,0,Port said,Forestation Alfalfa,0,20,,
0,0,0,Qena,Forestation Alfalfa,0,21,,
0,0,0,Suez,Forestation Alfalfa,0,22,,
9667000.0,13913.0,358091.0,Alexandria,Sustains Alfalfa,1,1,,
20531000.0,13361.0,338872.0,Ismailia,Sustains Alfalfa,1,2,,
0,0,0,Sharkia,Sustains Alfalfa,1,3,,
