water_before,water_after,Diff_water,area_before,area_after,Diff_area,production_before,production_after,Diff_prod,name
0,0,0,0,0,0,0,0,0,x
5367136000.0,4653182826.09,-713953173.91,2856066.0,2784410.73,-71655.27,7879477.0,8115861.31,236384.31,Wheat
15098000.0,2894543.49,-12203456.51,20603.0,15815.46,-4787.54,27262.0,28079.86,817.86,Barley
225658000.0,204551082.42,-21106917.58,164037.0,152930.91,-11106.09,1936833.0,1994937.99,58104.99,Forestation Alfalfa
4765948000.0,2956631657.06,-1809316342.94,1330370.0,1346287.77,15917.77,37240462.0,38357675.86,1117213.86,Sustains Alfalfa
997737000.0,90872807.09,-906864192.91,735926.12,620744.06,-115182.06,12458799.65,12832563.64,373763.99,vegetables
86172000.0,147726814.64,61554814.64,58733.0,138348.29,79615.29,302729.0,311810.87,9081.87,Medical and Aromatic plants
78122000.0,75008549.42,-3113450.58,49777.0,54973.12,5196.12,66035.0,68016.05,1981.05,fully grown Beans
1485000.0,1137000.0,-348000.0,1561.0,1267.0,-294.0,1585.0,1324.0,-261.0,lentils
4960000.0,3847299.32,-1112700.68,2711.0,2793.31,82.31,2752.0,2834.56,82.56,Fenugreek
13789000.0,13846604.0,57604.0,5600.0,5568.93,-31.07,6331.0,6520.93,189.93,chickpeas
147000.0,163760.0,16760.0,245.0,256.67,11.67,196.0,201.88,5.88,Lupine
740683000.0,1162554719.72,421871719.72,470998.0,476784.89,5786.89,9774089.0,9261524.12,-512564.88,sugar Beet
240018000.0,151514505.77,-88503494.23,163687.0,141123.79,-22563.21,2539637.0,2615826.11,76189.11,Fully grown Onions
79471000.0,57161017.07,-22309982.93,41433.0,35598.53,-5834.47,286800.0,295404.0,8604.0,Garlic
19539000.0,4052000.0,-15487000.0,13438.0,3048.0,-10390.0,66266.0,17285.0,-48981.0,Lfax
10984000.0,10984000.0,0.0,1380.65,1380.65,0.0,63812.08,63812.08,0.0,Others
