sol_index,Crop_Name,Water,Area,Production
14,fully grown Beans,69574464.14472346,48877.649438075685,65069.35
14,lentils,1305000.0,1360.0,1384.0
14,Fenugreek,4957000.0,2700.0,2743.0
14,chickpeas,8432000.0,3331.0,3195.0
14,Lupine,114000.0,85.0,63.0
14,sugar Beet,706962000.0,336782.0,7279705.0
14,Fully grown Onions,146624156.5848108,94558.35056192431,1282097.6001859033
14,Garlic,69857000.0,29759.0,255630.0
14,Lfax,16827000.0,11333.0,54067.0
14,Others,10900000.0,1219.648651672821,62202.08123531387
15,Wheat,5294768676.971528,2815213.731962778,7762414.9364699805
15,Barley,11394974.356164385,20150.372000000003,27349.620000000006
15,Forestation Alfalfa,220343433.78207496,158748.81048922922,1905069.3299999996
15,Sustains Alfalfa,2745269712.626771,1265055.019974313,37254775.62
15,vegetables,728780926.2062002,711964.0327430598,11437332.018285515
15,Medical and Aromatic plants,85808000.0,55734.0,294857.0
15,fully grown Beans,70271338.495536,48877.15722832531,65069.35
15,lentils,1305000.0,1360.0,1384.0
15,Fenugreek,4957000.0,2700.0,2743.0
15,chickpeas,8432000.0,3331.0,3195.0
15,Lupine,114000.0,85.0,63.0
15,sugar Beet,706962000.0,336782.0,7279705.0
15,Fully grown Onions,161068507.47553128,101863.84277167468,1383768.9846833332
15,Garlic,73642000.0,31213.0,268872.0
15,Lfax,16827000.0,11333.0,54067.0
15,Others,10900000.0,1219.648651672821,62202.08123531387
20,Wheat,5074503241.003524,2740204.820119378,7854833.790685349
20,Barley,2988519.680638722,15740.128063872253,27622.239999999994
20,Forestation Alfalfa,203580260.2809757,149345.49750951093,1924437.6600000001
20,Sustains Alfalfa,3112101057.3330746,1393716.1642469515,37627180.24000001
20,vegetables,111238131.43347602,555290.0161193464,11469361.445335101
20,Medical and Aromatic plants,179555959.06380135,164357.71856379363,300911.5800000001
20,fully grown Beans,73923946.44628102,52686.383388429764,65729.70000000001
20,lentils,957000.0,1066.0,1123.0
20,Fenugreek,3806857.1428571297,2755.2128571428475,2798.0399999999904
20,chickpeas,8312335.999999987,3236.6199999999953,3321.6199999999953
20,Lupine,126840.00000001489,94.102068965527,66.92000000000745
20,sugar Beet,1153598482.8392415,360493.76677071344,7157414.989302429
20,Fully grown Onions,119795216.50653557,96363.8947757271,1697525.7400000005
20,Garlic,55060827.2853711,26692.64268554811,286621.0
20,Lfax,1340000.0,943.0,5086.0
20,Others,10900000.0,1219.648651672821,62202.08123531387
21,Wheat,4583098536.934438,2697561.6221034247,7854833.790685347
21,Barley,2866519.680638722,15521.128063872253,27622.239999999994
21,Forestation Alfalfa,204831993.46180308,152307.38287308023,1924437.6600000001
21,Sustains Alfalfa,5132669307.63034,1394145.836207055,37627180.239999995
21,vegetables,281114874.8216525,678093.9610383487,11469361.445335098
21,Medical and Aromatic plants,100963819.69004896,54077.42366231649,300911.5800000001
21,fully grown Beans,74520410.90909092,53167.7172727273,65729.70000000001
21,lentils,1135000.0,1264.0,1316.0
21,Fenugreek,4703857.14285713,3334.2128571428475,3232.0399999999904
21,chickpeas,8368135.999999987,3258.6199999999953,3321.6199999999953
21,Lupine,126839.99999999268,94.10206896551244,66.91999999999634
21,sugar Beet,1031480613.8060691,368775.28936636244,7475186.779999998
21,Fully grown Onions,144392025.02134508,106466.89734833423,1697525.7400000005
21,Garlic,61035729.54861549,29685.77430775066,286621.00000000006
21,Lfax,7724000.0,5232.0,26065.0
21,Others,10900000.0,1219.648651672821,62202.08123531387
22,Wheat,4359755038.5826845,2567030.247180247,7525771.639207322
22,Barley,2986519.680638722,15932.128063872253,28349.239999999994
22,Forestation Alfalfa,211102993.46180308,155854.7821237024,1924437.6600000001
22,Sustains Alfalfa,5164457632.554918,1493546.7687691734,37627180.239999995
22,vegetables,306540619.62761635,697580.0181137266,11469361.445335098
22,Medical and Aromatic plants,105334710.57056463,63342.8785920901,300911.5800000001
22,fully grown Beans,70792346.44628099,53270.18338842975,65729.7
22,lentils,1137000.0,1266.0,1319.0
22,Fenugreek,4927857.14285713,3469.2128571428475,3232.0399999999904
22,chickpeas,8786535.999999987,3457.6199999999953,3321.6199999999953
22,Lupine,148839.99999999267,108.10206896551244,79.91999999999634
22,sugar Beet,854260324.0224284,365349.72215728776,7475186.779999999
22,Fully grown Onions,144516963.65486252,106587.57986940918,1697525.74
22,Garlic,61029973.44797066,29689.723985333163,286621.0
22,Lfax,9617000.0,6501.0,32288.0
22,Others,10900000.0,1219.648651672821,62202.08123531387
23,Wheat,4955685831.715051,2683637.6284738574,7854833.790685348
23,Barley,5919519.680638722,18226.128063872253,28349.239999999994
23,Forestation Alfalfa,193496361.02349964,142937.16670969123,1924437.6600000001
23,Sustains Alfalfa,4901174299.59598,1389551.9488661436,37627180.24
23,vegetables,288044358.83011055,698890.0595473564,11469361.4453351
23,Medical and Aromatic plants,105416904.67791352,63414.31227489756,300911.5800000001
23,fully grown Beans,66438744.79338842,52166.033801652884,65729.69999999998
23,lentils,1167323.2323232323,1288.0,1336.7474747474748
23,Fenugreek,4927857.14285713,3469.2128571428475,3232.0399999999904
23,chickpeas,8786535.999999987,3457.6199999999953,3321.6199999999953
23,Lupine,148839.99999999267,108.10206896551244,79.91999999999634
23,sugar Beet,792639052.9801465,360601.2612795058,7475186.779999998
23,Fully grown Onions,144605642.2550122,106676.96711679958,1697525.7400000005
23,Garlic,61004543.052218966,30065.526109495506,286620.9999999999
23,Lfax,12593000.0,8496.0,42095.0
23,Others,10900000.0,1219.648651672821,62202.08123531387
25,Wheat,4778116617.113916,2760132.8467370057,7803203.23819614
25,Barley,4134519.680638722,18800.128063872253,28349.239999999994
25,Forestation Alfalfa,260361748.13546872,178337.1327721469,1924437.6600000004
25,Sustains Alfalfa,4779755810.848661,1249139.3940958965,37627180.24
25,vegetables,426447157.64294785,695037.3314839484,11469361.4453351
25,Medical and Aromatic plants,112682606.52409187,69449.86022977761,300911.5800000002
25,fully grown Beans,78778744.79338844,58999.93988712079,65729.70000000001
25,lentils,1305000.0,1360.0,1384.0
25,Fenugreek,7743857.14285714,4792.212857142855,2798.0399999999977
25,chickpeas,8786536.000000007,3457.6200000000026,3321.6200000000026
25,Lupine,153840.00000000378,111.10206896551972,79.92000000000189
25,sugar Beet,920979206.3945427,363041.26568700536,7475186.779999999
25,Fully grown Onions,185273626.81244165,106162.3379869241,1697525.7400000002
25,Garlic,110242217.05140044,43843.70138504155,286621.0
25,Lfax,17202381.10290814,11586.093914532112,55334.36750593825
25,Others,10900000.0,1219.648651672821,62202.08123531387
27,Wheat,7552850221.332211,2840685.5049300822,7344499.323623849
27,Barley,2986519.680638722,15932.128063872253,28349.239999999994
27,Forestation Alfalfa,240020226.22592407,169587.54857886521,1924437.6600000004
27,Sustains Alfalfa,2491567307.714734,1182536.8719361278,37497172.45088145
27,vegetables,261193014.8464364,713357.110153703,11469361.445335098
27,Medical and Aromatic plants,113558626.04026583,70189.02180022284,300911.58000000013
27,fully grown Beans,65583744.79338844,51799.0338016529,65729.70000000001
27,lentils,1305000.0,1360.0,1384.0
27,Fenugreek,6778857.14285717,4420.212857142877,2798.04000000002
27,chickpeas,8786535.999999987,3457.6199999999953,3321.6199999999953
27,Lupine,148840.0000000149,108.102068965527,79.92000000000745
27,sugar Beet,841665965.260364,359563.3012924682,7475186.779999999
27,Fully grown Onions,137381642.25501218,110172.96711679957,1697525.74
27,Garlic,55859755.08913896,28483.54456947781,286621.0
27,Lfax,16827000.0,11333.0,54067.0
27,Others,10900000.0,1219.648651672821,62202.08123531387
29,Wheat,4950473462.090489,2794379.6934740124,7801454.703924474
29,Barley,6971060.24759285,22174.581348005508,29234.24000000001
29,Forestation Alfalfa,236884901.4563494,168703.30685427325,1924437.6600000004
29,Sustains Alfalfa,4988869158.138224,1335430.2096310174,37627180.24
29,vegetables,856232759.3664052,574804.7732537802,11469361.445335107
29,Medical and Aromatic plants,114681756.46639884,71306.17904368762,300911.5800000002
29,fully grown Beans,78983871.90082642,51282.98595041322,65729.7
29,lentils,1305000.0,1360.0,1384.0
29,Fenugreek,4957000.0,2700.0,2743.0
29,chickpeas,8432000.0,3331.0,3195.0
29,Lupine,114000.0,85.0,63.0
29,sugar Beet,839236513.1640966,359410.25069156336,7475186.779999999
29,Fully grown Onions,246632040.31647515,124124.80797525901,1697525.7400000002
29,Garlic,108360727.48538011,43835.17894736842,286621.0
29,Lfax,16827000.0,11333.0,54067.0
29,Others,10900000.0,1219.648651672821,62202.08123531387
31,Wheat,6234503009.388315,2784211.4505852214,7774013.810841825
31,Barley,4488060.24759285,16604.581348005508,27622.24000000001
31,Forestation Alfalfa,236884901.4563494,168703.30685427325,1924437.6600000004
31,Sustains Alfalfa,2902066019.9963937,1302279.9245143002,37627180.24
31,vegetables,729463590.2618266,643701.3392831767,11469361.4453351
31,Medical and Aromatic plants,88251952.88147056,57725.86017009508,300911.5800000001
31,fully grown Beans,78327615.70247936,51041.35785123968,65729.70000000001
31,lentils,1305000.0,1360.0,1384.0
31,Fenugreek,4957000.0,2700.0,2743.0
31,chickpeas,8432000.0,3331.0,3195.0
31,Lupine,114000.0,85.0,63.0
31,sugar Beet,780384962.2523549,354144.26751578576,7475186.779999999
31,Fully grown Onions,244737356.004721,123822.61699742102,1697525.7400000005
31,Garlic,106736417.23607261,43367.262049861485,286620.99999999994
31,Lfax,16827000.0,11333.0,54067.0
31,Others,10900000.0,1219.648651672821,62202.08123531387
33,Wheat,5310071011.965091,2843983.829951438,7858872.075504871
33,Barley,9370060.24759285,24592.581348005508,27622.24000000001
33,Forestation Alfalfa,222076515.9014785,159633.73555559132,1924437.6600000004
33,Sustains Alfalfa,2823725698.544834,1273660.6438003778,37627180.24
33,vegetables,637630328.0523182,694167.1765139676,11173577.228748348
33,Medical and Aromatic plants,84952000.0,55411.0,294317.0
33,fully grown Beans,65587000.0,45353.0,60792.0
33,lentils,1305000.0,1360.0,1384.0
33,Fenugreek,4957000.0,2700.0,2743.0
33,chickpeas,8432000.0,3331.0,3195.0
33,Lupine,114000.0,85.0,63.0
33,sugar Beet,681938000.0,330429.0,7073932.0
33,Fully grown Onions,135346000.0,88305.0,1202363.0
33,Garlic,63391000.0,27275.0,239385.0
33,Lfax,16827000.0,11333.0,54067.0
33,Others,10900000.0,1219.648651672821,62202.08123531387
34,Wheat,5317337232.240562,2828733.731962778,7791118.897710546
34,Barley,11800096.657534242,23357.94399999999,33969.23999999998
34,Forestation Alfalfa,222076515.9014785,159633.73555559132,1924437.6600000004
34,Sustains Alfalfa,2764350944.402133,1271248.1621692372,37627180.24
34,vegetables,710867622.734139,700982.3934817736,11256572.075360162
34,Medical and Aromatic plants,85808000.0,55734.0,294857.0
34,fully grown Beans,65835000.0,45443.0,60883.0
34,lentils,1305000.0,1360.0,1384.0
34,Fenugreek,4957000.0,2700.0,2743.0
34,chickpeas,8432000.0,3331.0,3195.0
34,Lupine,114000.0,85.0,63.0
34,sugar Beet,706962000.0,336782.0,7279705.0
34,Fully grown Onions,140948000.0,91137.0,1237889.0
34,Garlic,69857000.0,29759.0,255630.0
34,Lfax,16827000.0,11333.0,54067.0
34,Others,10900000.0,1219.648651672821,62202.08123531387
35,Wheat,5294768676.971528,2815213.731962778,7762414.9364699805
35,Barley,11486096.657534242,20313.94399999999,27622.239999999983
35,Forestation Alfalfa,222076515.9014785,159633.73555559132,1924437.6600000004
35,Sustains Alfalfa,2773165222.6105986,1275387.0725936359,37627180.24
35,vegetables,720760420.296557,701471.4830573748,11410013.763471425
35,Medical and Aromatic plants,85808000.0,55734.0,294857.0
35,fully grown Beans,70859723.73175646,49410.559393679636,65729.69999999998
35,lentils,1305000.0,1360.0,1384.0
35,Fenugreek,4957000.0,2700.0,2743.0
35,chickpeas,8432000.0,3331.0,3195.0
35,Lupine,114000.0,85.0,63.0
35,sugar Beet,706962000.0,336782.0,7279705.0
35,Fully grown Onions,158443919.60036063,100442.44060632036,1365049.1559739683
35,Garlic,73642000.0,31213.0,268872.0
35,Lfax,16827000.0,11333.0,54067.0
35,Others,10900000.0,1219.648651672821,62202.08123531387
38,Wheat,5307764604.498683,2848777.3781075496,7870695.539999998
38,Barley,7880096.657534241,17522.94399999999,27622.239999999983
38,Forestation Alfalfa,222076515.9014785,159633.73555559132,1924437.6600000004
38,Sustains Alfalfa,2801426503.11896,1288010.0441011954,37627180.24
38,vegetables,623181039.6052166,638879.9554050438,10289422.689537423
38,Medical and Aromatic plants,85808000.0,55734.0,294857.0
38,fully grown Beans,77832000.0,48018.0,64409.0
38,lentils,1305000.0,1360.0,1384.0
38,Fenugreek,4957000.0,2700.0,2743.0
38,chickpeas,8432000.0,3331.0,3195.0
38,Lupine,114000.0,85.0,63.0
38,sugar Beet,706962000.0,336782.0,7279705.0
38,Fully grown Onions,213760617.81490427,123182.91,1680242.5519747972
38,Garlic,77922000.0,32794.0,280885.0
38,Lfax,16827000.0,11333.0,54067.0
38,Others,10900000.0,1219.648651672821,62202.08123531387
39,Wheat,5307764604.498684,2848777.3781075496,7870695.539999999
39,Barley,10491096.657534242,18932.94399999999,27622.239999999983
39,Forestation Alfalfa,227261515.9014785,162215.73555559132,1924437.6600000004
39,Sustains Alfalfa,2801426503.11896,1288010.0441011954,37627180.24
39,vegetables,648902039.6052166,637554.8654050436,10289422.689537423
39,Medical and Aromatic plants,85808000.0,55734.0,294857.0
39,fully grown Beans,77832000.0,48018.0,64409.0
39,lentils,1305000.0,1360.0,1384.0
39,Fenugreek,4957000.0,2700.0,2743.0
39,chickpeas,8432000.0,3331.0,3195.0
39,Lupine,114000.0,85.0,63.0
39,sugar Beet,706962000.0,336782.0,7279705.0
39,Fully grown Onions,210091000.0,120366.0,1646733.0
39,Garlic,77922000.0,32794.0,280885.0
39,Lfax,16827000.0,11333.0,54067.0
39,Others,10900000.0,1219.648651672821,62202.08123531387
40,Wheat,5131151512.043457,2768996.383647659,7933628.56068535
40,Barley,3016543.493013973,15884.464301397209,27894.860000000008
40,Forestation Alfalfa,205591082.41738567,150821.90906855313,1943805.99
40,Sustains Alfalfa,3144270657.055834,1405453.7722268112,37999584.860000014
40,vegetables,112198807.08932234,557746.9064321822,11593949.441841539
40,Medical and Aromatic plants,147362814.6377963,135349.29432000648,303938.87
40,fully grown Beans,74718549.42148757,53214.11764462807,66390.04999999996
40,lentils,957000.0,1066.0,1123.0
40,Fenugreek,3844299.319727887,2782.311632653058,2825.5599999999968
40,chickpeas,8489603.999999981,3299.929999999993,3384.929999999993
40,Lupine,130760.00000003536,96.67034482760937,68.88000000001767
40,sugar Beet,1128833719.7243226,342568.8866333895,6767140.1180324955
40,Fully grown Onions,121587505.76852135,97802.78633641537,1722922.1099999996
40,Garlic,55612017.06916172,26959.534580857253,289489.0
40,Lfax,1340000.0,943.0,5086.0
40,Others,10900000.0,1219.648651672821,62202.08123531387
41,Wheat,4625053959.594155,2720348.247180247,7916077.4183404455
41,Barley,2894543.493013973,15665.464301397209,27894.860000000008
41,Forestation Alfalfa,206842815.59821302,153783.7944321224,1943805.9899999998
41,Sustains Alfalfa,2871141047.80389,1345306.38864996,37999584.86
41,vegetables,359252105.5703759,734341.3480071651,11593949.441841539
41,Medical and Aromatic plants,101979400.62487563,54616.10976037479,303938.86999999994
41,fully grown Beans,74460013.88429752,53328.45152892562,66390.05
41,lentils,1135000.0,1264.0,1316.0
41,Fenugreek,4741299.3197278865,3361.311632653058,3259.5599999999968
41,chickpeas,8545404.0,3321.9300000000003,3384.9300000000003
41,Lupine,130759.99999999092,96.67034482758027,68.87999999999546
41,sugar Beet,1050080344.7642827,373814.52735498274,7572927.669999997
41,Fully grown Onions,138746515.7509773,97388.72397672458,1657373.0055402047
41,Garlic,699000.0,1117.0,6316.0
41,Lfax,7724000.0,5232.0,26065.0
41,Others,10900000.0,1219.648651672821,62202.08123531387
42,Wheat,4603253533.648364,2699150.8746280577,7933628.560685349
42,Barley,3014543.493013973,16076.464301397209,28621.860000000008
42,Forestation Alfalfa,206842815.59821302,153783.79443212238,1943805.99
42,Sustains Alfalfa,4928138484.675553,1344847.7479696218,37999584.86
42,vegetables,333247666.66871995,704587.960477414,11593949.441841535
42,Medical and Aromatic plants,110561425.58445908,67474.24828201077,303938.87000000005
42,fully grown Beans,71586949.42148763,53797.91764462811,66390.05000000002
42,lentils,1137000.0,1266.0,1319.0
42,Fenugreek,4965299.3197278865,3496.311632653058,3259.5599999999968
42,chickpeas,8963804.0,3520.9300000000003,3384.9300000000003
42,Lupine,152760.00000000204,110.67034482758754,68.88000000000102
42,sugar Beet,872860054.9806426,370388.96014590806,7572927.669999999
42,Fully grown Onions,146309252.91684836,108026.47143009749,1722922.1099999999
42,Garlic,61581163.231761284,29956.615880642305,289489.0
42,Lfax,9617000.0,6501.0,32288.0
42,Others,10900000.0,1219.648651672821,62202.08123531387
43,Wheat,5002727838.123859,2703584.3771432023,7933628.560685349
43,Barley,5947543.493013972,18370.46430139721,28621.860000000008
43,Forestation Alfalfa,185579988.17011315,137123.68442014646,1943805.99
43,Sustains Alfalfa,4923431104.303789,1360445.570645814,37999584.86
43,vegetables,330698009.8626903,705814.4163001137,11593949.441841537
43,Medical and Aromatic plants,106432485.61274019,63952.99837295586,303938.8699999999
43,fully grown Beans,67233347.76859504,52693.768057851245,66390.05
43,lentils,1167323.2323232323,1288.0,1336.7474747474748
43,Fenugreek,4965299.3197278865,3496.311632653058,3259.5599999999968
43,chickpeas,8963804.00000002,3520.9300000000076,3384.9300000000076
43,Lupine,152759.99999999092,110.67034482758027,81.87999999999546
43,sugar Beet,811238783.9383607,365640.4992681261,7572927.669999998
43,Fully grown Onions,146397931.51699796,108115.85867748788,1722922.1099999994
43,Garlic,61555732.83600961,30332.41800480465,289489.0
43,Lfax,12593000.0,8496.0,42095.0
43,Others,10900000.0,1219.648651672821,62202.08123531387
44,Wheat,4705617885.707424,2735887.940654259,7833578.13302737
44,Barley,3355543.493013973,17007.46430139721,28621.860000000008
44,Forestation Alfalfa,251545496.24644738,186596.22012163373,1943805.9900000002
44,Sustains Alfalfa,2838467300.018707,1303816.7827735124,37999584.86000001
44,vegetables,438976869.687249,700879.4526059227,11593949.441841535
44,Medical and Aromatic plants,80222310.54609928,61367.51921276595,303938.86999999994
44,fully grown Beans,66378347.76859505,52326.76805785124,66390.04999999999
44,lentils,1305000.0,1360.0,1384.0
44,Fenugreek,6009642.754667096,3859.742693690311,3975.7024246803157
44,chickpeas,8432000.0,3331.0,3195.0
44,Lupine,114000.0,85.0,63.0
44,sugar Beet,1145909136.2660823,380992.17469865555,7572927.670000002
44,Fully grown Onions,248498641.93087077,102058.90204969162,1454316.3546396056
44,Garlic,2153000.0,2232.0,13746.0
44,Lfax,16605000.0,11185.0,53389.0
44,Others,10900000.0,1219.648651672821,62202.08123531387
45,Wheat,4778116617.113916,2760132.8467370057,7803203.23819614
45,Barley,3355543.493013973,17007.46430139721,28621.860000000008
45,Forestation Alfalfa,264080975.1750008,180447.9171819212,1943805.99
45,Sustains Alfalfa,2723284075.025262,1261163.99057943,37999584.86000001
45,vegetables,425635749.18157196,701691.7237152997,11593949.441841539
45,Medical and Aromatic plants,113698187.45891857,69988.54632783592,303938.87000000005
45,fully grown Beans,78718347.76859505,59482.76805785125,66390.05000000002
45,lentils,1305000.0,1360.0,1384.0
45,Fenugreek,7781299.319727892,4819.311632653062,2825.5600000000004
45,chickpeas,8963804.0,3520.9300000000003,3384.9300000000003
45,Lupine,157760.00000000204,113.67034482758754,68.88000000000102
45,sugar Beet,939578937.3527571,368080.5036756257,7572927.670000002
45,Fully grown Onions,235023566.38353357,114393.16390480635,1722922.1099999999
45,Garlic,21282066.786287874,10841.130710725967,73118.99193609397
45,Lfax,16653000.0,11217.0,53529.0
45,Others,10900000.0,1219.648651672821,62202.08123531387
46,Wheat,6351562506.927317,2749571.2313697427,7437624.12351325
46,Barley,3014543.493013973,16076.464301397209,28621.860000000008
46,Forestation Alfalfa,253027252.11409503,173577.61136207203,1943805.9900000002
46,Sustains Alfalfa,2687742093.0538535,1255094.535698603,37484921.12559532
46,vegetables,277041484.10753214,720477.8210631033,11593949.441841535
46,Medical and Aromatic plants,114487316.21394181,70661.78300869375,303938.87
46,fully grown Beans,66378347.76859504,52326.76805785122,66390.04999999999
46,lentils,1305000.0,1360.0,1384.0
46,Fenugreek,6816299.3197278865,4447.311632653058,3259.5599999999968
46,chickpeas,8963804.00000002,3520.9300000000076,3384.9300000000076
46,Lupine,152760.00000001315,110.67034482759482,68.88000000000658
46,sugar Beet,869087713.5864168,364942.01882578916,7572927.67
46,Fully grown Onions,139173931.516998,111611.85867748788,1722922.1099999999
46,Garlic,55146531.925654314,27935.96282715893,289489.0
46,Lfax,16734000.0,11271.0,53778.0
46,Others,10900000.0,1219.648651672821,62202.08123531387
47,Wheat,4899237636.787013,2805780.5001505753,7937666.845504871
47,Barley,4735543.493013972,20158.46430139721,27894.860000000008
47,Forestation Alfalfa,243739453.26545614,171698.3329886395,1943805.9900000002
47,Sustains Alfalfa,4862562929.566073,1232545.4758215288,37699393.21638647
47,vegetables,722601169.191418,656893.6066528901,11593949.441841535
47,Medical and Aromatic plants,114574206.97509252,70727.70789828115,303938.87000000005
47,fully grown Beans,87294159.09090915,53839.90454545457,66390.05000000002
47,lentils,1305000.0,1360.0,1384.0
47,Fenugreek,4957000.0,2700.0,2743.0
47,chickpeas,8432000.0,3331.0,3195.0
