sol_index,City,Labels,Wheat,Barley,Forestation Alfalfa,Sustains Alfalfa,vegetables,Medical and Aromatic plants,fully grown Beans,lentils,Fenugreek,chickpeas,Lupine,sugar Beet,Fully grown Onions,Garlic,Lfax,Others
Orginal,Monoufia,Area,0.020995963680334667,3.380339335448008e-07,0.0015544490434057665,0.016971838718450583,0.005678278142076303,0.0001353825903846927,1.5380543976288434e-05,0.0,0.0,0.0,0.0,0.0002922303355494803,0.0001404530993878647,2.4000409281680853e-05,9.126916205709621e-06,0.0
Orginal,Monoufia,Production,0.005278235627594923,1.3764044089900185e-08,0.0016606456834905472,0.005162934230253829,0.007162013060803096,9.882583656548334e-06,6.469100722253087e-07,0.0,0.0,0.0,0.0,0.0005041769350130438,0.0001558502712299398,1.4521066514844695e-05,3.4272469783851462e-06,0.0
Orginal,Behaira,Water,0.048853213348644536,3.1786327561900906e-05,0.007232180224998176,0.022742484806807524,0.012306922769582255,0.0003109841450272544,0.0009509805014601548,0.0,0.0,0.0,0.0,0.006986903637692164,0.0013303606000720964,5.471676286774982e-05,0.00010595442520633636,0.0
Orginal,Behaira,Area,0.05911351511168026,0.00014467852355717472,0.011350334403600547,0.023181522077668576,0.013516481753801969,0.0002966247766855627,0.0016521408502002137,0.0,0.0,0.0,0.0,0.006743776974218775,0.0019242581667037785,0.0001828763580477372,0.00015938299966637356,0.0
Orginal,Behaira,Production,0.01323667474059566,2.3219942379661613e-05,0.008139931798370161,0.06653315935543493,0.017048340436074328,3.257949236079374e-05,0.0001873699321958112,0.0,0.0,0.0,0.0,0.011489852377058248,0.002366823729566966,8.473145541742554e-05,7.000392824123235e-05,0.0
Orginal,Ismailia,Water,0.003144474314631033,6.025169552778232e-05,0.00035755664983809927,0.0016233957491875312,0.006273134535947688,0.0,0.0001088800324694964,1.581409331437856e-07,0.0,0.0,2.6093253968724625e-06,0.0002656767676815598,2.506533790329002e-05,1.5893163780950453e-05,0.0,0.0
Orginal,Ismailia,Area,0.0065997745185286906,0.0002514972465573318,0.0008364649685566095,0.0022582356930460415,0.00035255936225014797,0.0,2.3493358381363655e-05,3.380339335448008e-07,0.0,0.0,2.7042714683584062e-05,0.0014498275409736505,7.504353324694577e-05,1.8422849378191642e-05,0.0,0.0
Orginal,Ismailia,Production,0.0013579605899095523,3.114803177544412e-05,0.0007037831024047763,0.004664249148832656,0.00044468317577354044,0.0,2.2848313189234307e-06,4.129213226970056e-08,0.0,0.0,1.8306178639567246e-06,0.002458960240704758,6.254381634450644e-05,1.6888482098307528e-05,0.0,0.0
Orginal,Giza,Water,0.005109454479409141,2.5460690236149483e-05,0.0007900721019863529,0.006977177970303821,0.008577010720452928,6.768431938554024e-05,8.863799302709183e-05,0.0,0.0,0.0,0.0,9.630782828456543e-05,0.0005803772246376932,0.00029928171597461427,0.0,0.0008618680856336316
Orginal,Giza,Area,0.005760943312437267,0.00014941099862680193,0.0009965240360900727,0.00641453192294614,0.0020513589257166237,5.459248026748532e-05,6.490251524060175e-05,0.0,0.0,0.0,0.0,0.0003476679006508276,0.0003510482399862756,0.00024575066968707016,0.0,0.0002061413156337881
Orginal,Giza,Production,0.0013661501961430428,2.21876390729191e-05,0.0008661988226655985,0.014972995138492477,0.008471548912628126,7.4325838085461e-06,6.551684986792488e-06,0.0,0.0,0.0,0.0,0.0006394499603285828,0.0004623480050238371,0.00018226347183845825,0.0,0.000856152188606413
Orginal,Beni sweif,Water,0.020436869072037702,0.0,0.0,0.01070297835517141,0.002932170111885501,0.0012225875541346065,1.7158291246100737e-05,0.0,1.771178451210399e-05,0.00031904933261758746,0.0,0.002982379858158653,0.0015168878307151915,0.003140837073168726,0.0,0.0
