sol_index,Labels,Wheat,Barley,Forestation Alfalfa,Sustains Alfalfa,vegetables,Medical and Aromatic plants,fully grown Beans,lentils,Fenugreek,chickpeas,Lupine,sugar Beet,Fully grown Onions,Garlic,Lfax,Others,Total
41,area,2720348.247180247,15665.464301397209,153783.7944321224,1345306.38864996,734341.3480071651,54616.10976037479,53328.45152892562,1264.0,3361.311632653058,3321.9300000000003,96.67034482758027,373814.52735498274,97388.72397672458,1117.0,5232.0,1219.648651672821,5564205.62
42,prod,7933628.560685349,28621.860000000008,1943805.99,37999584.86,11593949.441841535,303938.87000000005,66390.05000000002,1319.0,3259.5599999999968,3384.9300000000003,68.88000000000102,7572927.669999999,1722922.1099999999,289489.0,32288.0,62202.08123531387,69557780.86
42,water,4603253533.648364,3014543.493013973,206842815.59821302,4928138484.675553,333247666.66871995,110561425.58445908,71586949.42148763,1137000.0,4965299.3197278865,8963804.0,152760.00000000204,872860054.9806426,146309252.91684836,61581163.231761284,9617000.0,10900000.0,11373131753.54
42,area,2699150.8746280577,16076.464301397209,153783.79443212238,1344847.7479696218,704587.960477414,67474.24828201077,53797.91764462811,1266.0,3496.311632653058,3520.9300000000003,110.67034482758754,370388.96014590806,108026.47143009749,29956.615880642305,6501.0,1219.648651672821,5564205.62
43,prod,7933628.560685349,28621.860000000008,1943805.99,37999584.86,11593949.441841537,303938.8699999999,66390.05,1336.7474747474748,3259.5599999999968,3384.9300000000076,81.87999999999546,7572927.669999998,1722922.1099999994,289489.0,42095.0,62202.08123531387,69567618.61
43,water,5002727838.123859,5947543.493013972,185579988.17011315,4923431104.303789,330698009.8626903,106432485.61274019,67233347.76859504,1167323.2323232323,4965299.3197278865,8963804.00000002,152759.99999999092,811238783.9383607,146397931.51699796,61555732.83600961,12593000.0,10900000.0,11679984952.18
43,area,2703584.3771432023,18370.46430139721,137123.68442014646,1360445.570645814,705814.4163001137,63952.99837295586,52693.768057851245,1288.0,3496.311632653058,3520.9300000000076,110.67034482758027,365640.4992681261,108115.85867748788,30332.41800480465,8496.0,1219.648651672821,5564205.62
44,prod,7833578.13302737,28621.860000000008,1943805.9900000002,37999584.86000001,11593949.441841535,303938.86999999994,66390.04999999999,1384.0,3975.7024246803157,3195.0,63.0,7572927.670000002,1454316.3546396056,13746.0,53389.0,62202.08123531387,68935068.01
44,water,4705617885.707424,3355543.493013973,251545496.24644738,2838467300.018707,438976869.687249,80222310.54609928,66378347.76859505,1305000.0,6009642.754667096,8432000.0,114000.0,1145909136.2660823,248498641.93087077,2153000.0,16605000.0,10900000.0,9824490174.42
44,area,2735887.940654259,17007.46430139721,186596.22012163373,1303816.7827735124,700879.4526059227,61367.51921276595,52326.76805785124,1360.0,3859.742693690311,3331.0,85.0,380992.17469865555,102058.90204969162,2232.0,11185.0,1219.648651672821,5564205.62
45,prod,7803203.23819614,28621.860000000008,1943805.99,37999584.86000001,11593949.441841539,303938.87000000005,66390.05000000002,1384.0,2825.5600000000004,3384.9300000000003,68.88000000000102,7572927.670000002,1722922.1099999999,73118.99193609397,53529.0,62202.08123531387,69231857.53
45,water,4778116617.113916,3355543.493013973,264080975.1750008,2723284075.025262,425635749.18157196,113698187.45891857,78718347.76859505,1305000.0,7781299.319727892,8963804.0,157760.00000000204,939578937.3527571,235023566.38353357,21282066.786287874,16653000.0,10900000.0,9628534929.06
45,area,2760132.8467370057,17007.46430139721,180447.9171819212,1261163.99057943,701691.7237152997,69988.54632783592,59482.76805785125,1360.0,4819.311632653062,3520.9300000000003,113.67034482758754,368080.5036756257,114393.16390480635,10841.130710725967,11217.0,1219.648651672821,5565480.62
46,prod,7437624.12351325,28621.860000000008,1943805.9900000002,37484921.12559532,11593949.441841535,303938.87,66390.04999999999,1384.0,3259.5599999999968,3384.9300000000076,68.88000000000658,7572927.67,1722922.1099999999,289489.0,53778.0,62202.08123531387,68568667.69
46,water,6351562506.927317,3014543.493013973,253027252.11409503,2687742093.0538535,277041484.10753214,114487316.21394181,66378347.76859504,1305000.0,6816299.3197278865,8963804.00000002,152760.00000001315,869087713.5864168,139173931.516998,55146531.925654314,16734000.0,10900000.0,10861533584.03
46,area,2749571.2313697427,16076.464301397209,173577.61136207203,1255094.535698603,720477.8210631033,70661.78300869375,52326.76805785122,1360.0,4447.311632653058,3520.9300000000076,110.67034482759482,364942.01882578916,111611.85867748788,27935.96282715893,11271.0,1219.648651672821,5564205.62
47,prod,7937666.845504871,27894.860000000008,1943805.9900000002,37699393.21638647,11593949.441841535,303938.87000000005,66390.05000000002,1384.0,2743.0,3195.0,63.0,7572927.670000001,1722922.1099999999,289489.0,54067.0,62202.08123531387,69282032.13
47,water,4899237636.787013,4735543.493013972,243739453.26545614,4862562929.566073,722601169.191418,114574206.97509252,87294159.09090915,1305000.0,4957000.0,8432000.0,114000.0,860265696.2185785,267089943.50133324,109968477.99322869,16827000.0,10900000.0,12214604216.08
47,area,2805780.5001505753,20158.46430139721,171698.3329886395,1232545.4758215288,656893.6066528901,70727.70789828115,53839.90454545457,1360.0,2700.0,3331.0,85.0,364602.5392810886,124882.9147539013,44322.52077562327,11333.0,1219.648651672821,5565480.62
48,prod,7937666.845504871,29506.85999999997,1943805.9900000002,37999584.85999999,11593949.44184154,303938.8700000001,66390.05000000002,1384.0,2743.0,3195.0,63.0,7572927.67,1722922.1099999999,289489.0,54067.0,62202.08123531387,69583835.78
48,water,5043852044.678661,5666059.422283351,242696722.05928287,3111204020.0013466,943283188.4782846,115869357.5341185,87362456.61157027,1305000.0,4957000.0,8432000.0,114000.0,860017798.053213,265338598.1763343,100588255.28731337,16827000.0,10900000.0,10818413500.3
48,area,2854315.4989038757,17788.53632808687,171776.49797623788,1299013.584017199,544326.8522133577,71888.76525315324,53883.38663911847,1360.0,2700.0,3331.0,85.0,364609.02568371576,124810.51081107662,43039.30934355876,11333.0,1219.648651672821,5565480.62
51,prod,7937666.8455048725,29506.85999999997,1943805.9900000002,37999584.86,11593949.441841539,303938.87000000005,66390.05,1384.0,2743.0,3195.0,63.0,7572927.670000001,1189795.879111482,40518.0,54067.0,62202.08123531387,68801738.55
51,water,5161757574.4936905,4752059.422283351,241996128.4958815,2929899801.899787,773003378.6074492,89267533.8162973,79882985.5371901,1305000.0,4957000.0,8432000.0,114000.0,798984693.2105691,142380918.32934204,8780000.0,16827000.0,10900000.0,10273240073.81
51,area,2846326.229325585,17470.70352132048,171604.09126404754,1312583.5402594786,634919.8001048631,58264.54626815343,51708.984435261715,1360.0,2700.0,3331.0,85.0,359183.5055044061,87804.56648626365,5736.0,11333.0,1219.648651672821,5565630.62
52,prod,7819442.167265734,29506.85999999997,1943805.9900000005,37999584.860000014,11341489.282699896,300714.36769335263,57434.0,1384.0,2743.0,3195.0,63.0,6715223.0,1194099.0,93333.0,54067.0,62202.08123531387,67618286.61
52,water,5141844959.952389,7297059.422283351,223809598.02088198,2925593715.2697663,601599485.797805,93013479.26745203,58739000.0,1305000.0,4957000.0,8432000.0,114000.0,613677000.0,134141000.0,23669000.0,16827000.0,10900000.0,9865919297.73
52,area,2821101.7913085185,22380.70352132048,160518.6606219534,1322432.9950150086,702496.8167025787,62790.0,42632.0,1360.0,2700.0,3331.0,85.0,311935.0,87693.0,11621.0,11333.0,1219.648651672821,5565630.62
53,prod,7937666.845504872,27894.86,1943805.9900000005,37999584.86,10598676.180080637,294317.0,60792.0,1384.0,2743.0,3195.0,63.0,7073932.0,1202363.0,239385.0,54067.0,62202.08123531387,67502071.82
53,water,5384568602.508452,9415059.422283357,223809598.02088198,2993001743.912512,590148558.494164,84952000.0,65587000.0,1305000.0,4957000.0,8432000.0,114000.0,681938000.0,135346000.0,63391000.0,16827000.0,10900000.0,10274692562.36
53,area,2874201.5817465624,24746.703521320494,160518.6606219534,1278388.8229537315,658182.1983258124,55411.0,45353.0,1360.0,2700.0,3331.0,85.0,330429.0,88305.0,27275.0,11333.0,1219.648651672821,5562839.62
54,prod,7791118.897710546,34241.86000000001,1943805.9899999998,37999584.86,11074754.820546076,294857.0,60883.0,1384.0,2743.0,3195.0,63.0,7279705.0,1237889.0,255630.0,54067.0,62202.08123531387,68096124.51
54,water,5317337232.240562,11891218.958904112,223809598.02088192,2792246454.3859606,695851116.824496,85808000.0,65835000.0,1305000.0,4957000.0,8432000.0,114000.0,706962000.0,140948000.0,69857000.0,16827000.0,10900000.0,10153080620.43
54,area,2828733.731962778,23521.516000000003,160518.66062195337,1281580.2147885598,689601.8437960888,55734.0,45443.0,1360.0,2700.0,3331.0,85.0,336782.0,91137.0,29759.0,11333.0,1219.648651672821,5562839.62
55,prod,7762414.9364699805,27894.860000000008,1943805.9899999998,37999584.86,11228196.508657338,294857.0,66390.04999999999,1384.0,2743.0,3195.0,63.0,7279705.0,1358320.2292253873,268872.0,54067.0,62202.08123531387,68353695.52
55,water,5294768676.971528,11577218.958904112,223809598.02088192,2801060732.594425,705743914.3869138,85808000.0,71448108.96797694,1305000.0,4957000.0,8432000.0,114000.0,706962000.0,157567763.09773892,73642000.0,16827000.0,10900000.0,10174923013.0
55,area,2815213.731962778,20477.516000000003,160518.66062195337,1285719.1252129585,690090.9333716901,55734.0,49943.96155903397,1360.0,2700.0,3331.0,85.0,336782.0,99909.03844096603,31213.0,11333.0,1219.648651672821,5565630.62
56,prod,7702490.445006198,27894.860000000008,1943805.9899999998,37999584.86,11315751.44579237,294857.0,63342.0,1384.0,2743.0,3195.0,63.0,7279705.0,1464557.0,277486.0,54067.0,62202.08123531387,68493128.68
56,water,5208404120.792673,7971218.958904112,223809598.02088192,2824498007.926692,652820129.4389944,85808000.0,72963000.0,1305000.0,4957000.0,8432000.0,114000.0,706962000.0,174552000.0,76700000.0,16827000.0,10900000.0,10077023075.14
56,area,2788226.638045525,17686.516000000003,160518.66062195337,1296516.2023976701,703327.9501042317,55734.0,47146.0,1360.0,2700.0,3331.0,85.0,336782.0,107313.0,32351.0,11333.0,1219.648651672821,5565630.62
57,prod,7697600.184831687,27894.860000000008,1943805.9899999998,37999584.86,11346219.633044897,294857.0,64243.0,1384.0,2743.0,3195.0,63.0,7279705.0,1475880.0,279882.0,54067.0,62202.08123531387,68533326.61
57,water,5205161939.9926815,7971218.958904112,223809598.02088192,2829322013.102787,655336533.6955736,85808000.0,76455000.0,1305000.0,4957000.0,8432000.0,114000.0,706962000.0,176343000.0,77420000.0,16827000.0,10900000.0,10087124303.77
